id,name,isin,symbol,from,to
140134,Suez,FR0010613471,SEV,1971-01-06/P1D,2021-01-06T16:41:16.1530336+01:00
5027494,SuperSonic Imagine,FR0010526814,SSI,1971-01-06/P1D,2021-01-06T16:41:19.0012882+01:00
258625,Sword Group,FR0004180578,SWP,1971-01-06/P1D,2021-01-06T16:41:21.9165499+01:00
865906,Synergie,FR0000032658,SDG,1971-01-06/P1D,2021-01-06T16:41:24.817811+01:00
4841670,Tarkett,FR0004188670,TKTT,1971-01-06/P1D,2021-01-06T16:41:27.6110639+01:00
12763738,TechnipFMC,GB00BDSFG982,FTI,1971-01-06/P1D,2021-01-06T16:41:30.2593048+01:00
255430,Teleperformance,FR0000051807,RCF,1971-01-06/P1D,2021-01-06T16:41:33.1335597+01:00
64640,TELEVISION FSE 1 S.A. (TF1),FR0000054900,TFI,1971-01-06/P1D,2021-01-06T16:41:36.2048368+01:00
65067,Thales,FR0000121329,HO,1971-01-06/P1D,2021-01-06T16:41:42.5124026+01:00
866065,Tivoly,FR0000060949,TVLY,1971-01-06/P1D,2021-01-06T16:41:56.5232237+01:00
65015,Total,FR0000120271,FP,1971-01-06/P1D,2021-01-06T16:42:01.5415386+01:00
275091,Total Gabon,GA0000121459,EC,1971-01-06/P1D,2021-01-06T16:42:04.6759326+01:00
865907,Touax,FR0000033003,TOUP,1971-01-06/P1D,2021-01-06T16:42:07.5809111+01:00
258655,Transgene,FR0005175080,TNG,1971-01-06/P1D,2021-01-06T16:42:10.4401675+01:00
258671,Trigano,FR0005691656,TRI,1971-01-06/P1D,2021-01-06T16:42:13.3824331+01:00
867104,Tunnel Prado Carénage,FR0004016699,SMTPC,1971-01-06/P1D,2021-01-06T16:42:16.4347039+01:00
867562,Turenne Investissement,FR0010395681,ALTUR,1971-01-06/P1D,2021-01-06T16:42:19.4140987+01:00
255496,Ubisoft Entertainment,FR0000054470,UBI,1971-01-06/P1D,2021-01-06T16:42:34.0225098+01:00
14737271,UNIBAIL-RODAMCO-WESTFIELD SE,FR0013326246,URW,1971-01-06/P1D,2021-01-06T16:42:38.0777408+01:00
866201,UTI Group,FR0000074197,FPG,1971-01-06/P1D,2021-01-06T16:42:47.7866198+01:00
10487841,Valeo,FR0013176526,FR,1971-01-06/P1D,2021-01-06T16:42:50.7318781+01:00
867142,Valneva,FR0004056851,VLA,1971-01-06/P1D,2021-01-06T16:42:53.6161425+01:00
255931,Veolia Environnement,FR0000124141,VIE,1971-01-06/P1D,2021-01-06T16:42:56.5954158+01:00
1748209,VERIMATRIX SA,FR0010291245,VMX,1971-01-06/P1D,2021-01-06T16:43:29.4056451+01:00
255230,Vicat,FR0000031775,VCT,1971-01-06/P1D,2021-01-06T16:43:34.5791458+01:00
255436,Vilmorin,FR0000052516,RIN,1971-01-06/P1D,2021-01-06T16:43:37.7503661+01:00
65111,VINCI S.A.,FR0000125486,DG,1971-01-06/P1D,2021-01-06T16:43:40.603638+01:00
255228,Virbac,FR0000031577,VIRP,1971-01-06/P1D,2021-01-06T16:43:43.5628573+01:00
255957,Vivendi,FR0000127771,VIV,1971-01-06/P1D,2021-01-06T16:43:57.1671647+01:00
5141820,Voltalia,FR0011995588,VLTSA,1971-01-06/P1D,2021-01-06T16:44:04.5454989+01:00
866097,Vranken-Pommery,FR0000062796,VRAP,1971-01-06/P1D,2021-01-06T16:44:07.672655+01:00
15033129,WAVESTONE S.A.,FR0013357621,WAVE,1971-01-06/P1D,2021-01-06T16:44:10.5809358+01:00
65058,Wendel,FR0000121204,MF,1971-01-06/P1D,2021-01-06T16:44:13.5501345+01:00
5129554,Worldline,FR0011981968,WLN,1971-01-06/P1D,2021-01-06T16:44:16.418391+01:00
13411872,X-FAB SILICON FOUNDRIES SE,BE0974310428,XFAB,1971-01-06/P1D,2021-01-06T16:44:19.1938454+01:00
867118,Xilam Animation,FR0004034072,XIL,1971-01-06/P1D,2021-01-06T16:44:21.9200843+01:00
